it,time,Mass,Momentum,Epot,Ekin,Etot,L2norm,incomp_error,rho_1,rho_2,rho_3,rho_4,rho_5
98,19.6,31.4146198859126,-8.79596836841552e-14,5.99306914593007,151.500478050045,157.493547195975,4.4369346797591,0,22.1215473848795,4.79112708127951,0.889979510084279,4.78384918603618,8.46807869193851
99,19.8,31.4143398189374,-8.90496425897829e-14,5.87071398708867,151.693343740445,157.564057727534,4.43688693039945,0,21.8963364028339,4.66317539875511,1.86611904038297,3.47297906929832,8.9544268540139
100,20,31.4147534430623,-9.16382949906487e-14,5.8904730093701,151.746993031241,157.637466040611,4.43671569809716,0,21.9358986027844,4.54071134011251,2.78091744283674,1.9593722294136,9.08597512194213
101,20.2,31.4103241977182,-1.41776404649523e-13,6.02588617015421,151.699001320188,157.724887490342,4.4330402107092,0,22.1947530404689,4.32140322096296,3.62784489489501,0.253828218014019,8.77900832117247
102,20.4,31.4128542831631,-1.40768192661817e-13,6.30271807471576,151.497111504169,157.799829578885,4.43293527171796,0,22.7007669430586,4.2223416858027,4.33202376221977,1.51572632050758,8.13404687994564
103,20.6,31.4135263582635,-1.39261622510425e-13,6.69263565561879,151.161884083675,157.854519739294,4.43308288948151,0,23.392702799051,4.16231294180871,4.91904291062913,3.32475350468635,7.09785958533067
104,20.8,31.4104815783495,-1.39378495057142e-13,7.17678559781384,150.701931186359,157.878716784173,4.43313546145304,0,24.2219846949042,4.16003803495047,5.38109889683889,5.09620348637521,5.71361497576546
105,21,31.4067408368023,-1.4441955499567e-13,7.70615424035161,150.173576152986,157.879730393338,4.43312306357962,0,25.0946585104808,4.21589397127763,5.69395179794495,6.7720324603812,4.07173450461477
106,21.2,31.4037774310538,-1.41531163895757e-13,8.22495549302601,149.636573158052,157.861528651078,4.43291627473511,0,25.9178255234276,4.33290266126612,5.84204330574589,8.29384434012548,2.27954780249553
107,21.4,31.4027798090744,-1.43002608418354e-13,8.68276432862373,149.145398777946,157.82816310657,4.43281707008383,0,26.6167269703575,4.5448458163442,5.82648326428268,9.61236154173551,0.455357149584746
108,21.6,31.4029955948938,-1.43711081707012e-13,9.03841933579907,148.738079547186,157.776498882985,4.43278054417603,0,27.1367715651264,4.89559912512491,5.66061228209102,10.6840839010266,1.29930883498502
109,21.8,31.4033056676584,-1.37457442485973e-13,9.26134961715821,148.448730482035,157.710080099193,4.43301320207777,0,27.4401719090671,5.41974953181938,5.35244087369011,11.4991893682715,2.87878527363123
110,22,31.4079902977684,-1.51558785827531e-13,9.3095495816092,148.337521583842,157.647071165451,4.43343183997782,0,27.4693566019029,6.11441582936967,4.89447587300137,12.0729518566323,4.19673938283744
111,22.2,31.4143961223583,-1.39862164321514e-13,9.19666916763408,148.395706191564,157.592375359198,4.43351983402347,0,27.2414571434816,7.0042543769671,4.3212150617175,12.4077636534421,5.23274172570481
112,22.4,31.4156182800765,-1.28642399836709e-13,8.9710526888504,148.559411718407,157.530464407258,4.43287271321999,0,26.8168256202898,8.13198605968495,3.71255116662525,12.4861748030532,6.0338992850686
113,22.6,31.4077487034345,-1.37770805671341e-13,8.68780815028911,148.763177813372,157.450985963661,4.4331335119411,0,26.2667532356321,9.49123987128626,3.10526815529619,12.320539508578,6.62091363070666
114,22.8,31.4047960931321,-1.00630455962077e-13,8.30398437178052,149.101896837734,157.405881209515,4.43397368387113,0,25.5185623601937,10.9298389881169,2.41469419027236,12.0610546322965,6.9079214860009
